id,name,positions,foot,height,age,nationality,current_club,gls,assists,mp,league,cpf
d328a254,Philip Billing,Midfielder,Left,192,28,Denmark,d48ad4ff,1,0,20,Serie A,f5922ca5 4ba7cbea d48ad4ff
d19ef4ef,Alessio Zerbin,Defender Midfielder Forward,Right,182,26,Italy,af5d5982,1,1,20,Serie A,d48ad4ff af5d5982 6a7ad59d 21680aa4
c391a179,Michael Folorunsho,Midfielder Forward,Right,None,27,Italy,421387cf,0,1,25,Serie A,46f8c29f 421387cf d48ad4ff 0e72edf2 01baa639 21d18cee
41bd99ea,Simone Scuffet,Goalkeeper,Right,187,28,Italy,d48ad4ff,0,0,14,Serie A,d6ffefd1 68449f6d c4260e09 04eea015 d48ad4ff ff04e205 28c9c3cd
0545a08e,Walid Cheddira,Forward,None,186,27,Morocco,a8661628,1,1,23,Serie A,01baa639 d48ad4ff a8661628 6a7ad59d
ca607d59,Noah Okafor,Midfielder Forward,Right,185,25,Switzerland,d48ad4ff,1,1,20,Serie A,d3d9424a dc56fe14 50f2a074 d48ad4ff
e95069bb,Nikita Contini Baranovsky,Goalkeeper,Right,190,29,Italy,d48ad4ff,0,0,0,Serie A,8ff9e3b3 3074d7b1 2591250b 46f8c29f f201f5dd d48ad4ff
bb0b6521,Francesco Mezzoni,Forward,None,None,25,Italy,37cba288,0,0,0,None,37cba288
3b387cc7,Gianluca Gaetano,Midfielder Forward,Right,181,25,Italy,c4260e09,2,4,28,Serie A,c4260e09 d48ad4ff 9aad3a77
95df20b2,Coli Saco,Midfielder,Left,195,23,Mali,01baa639,0,0,11,Serie A,01baa639 d48ad4ff
ab4f1aa9,Luis Hasa,Midfielder,Right,None,21,Italy,d48ad4ff,0,0,0,None,e0652b02 ffcbe334
6ced606e,Francesco Gioielli,Midfielder,Right,None,21,Italy,None,0,0,0,None,
5b079870,Gennaro Iaccarino,Midfielder,Right,None,21,Italy,21e84826,0,0,0,None,21e84826
193a5d9c,Claudio Turi,Goalkeeper,Right,None,20,Italy,d48ad4ff,0,0,0,None,d48ad4ff
2ff1bac6,Mattia Esposito,Defender,None,None,19,Italy,d48ad4ff,0,0,0,None,d48ad4ff
94bccc82,Natan,Defender,Left,188,24,Brazil,fc536746,2,1,45,La Liga,f98930d1 d48ad4ff fc536746 639950ae
420c18a1,Yann Sommer,Goalkeeper,Right,183,36,Switzerland,d609edc0,0,0,46,Serie A,d3d9424a 054efa67 32f3ee20 7b66a29c d609edc0 b1b46fc3
75b86fb3,Alessandro Bastoni,Defender,Left,190,26,Italy,d609edc0,1,6,46,Serie A,922493f3 d609edc0 eab4234c
6928979a,Nicolo Barella,Midfielder,Right,172,28,Italy,d609edc0,3,8,45,Serie A,c4260e09 d609edc0 28c9c3cd
f7036e1c,Lautaro Martinez,Forward,Right,174,27,Argentina,d609edc0,21,3,44,Serie A,8e20e13d d609edc0
dd0daf32,Henrikh Mkhitaryan,Midfielder Forward,Right,178,36,Armenia,d609edc0,1,4,44,Serie A,19538871 cf74a709 dc099c92 18bb7c10 add600ae e89d5a28 d609edc0
6f8cd6d0,Marcus Thuram,Midfielder Forward,Right,189,27,France,d609edc0,18,5,45,Serie A,b9cd3c9a d609edc0 d41b5f53 32f3ee20
481c9ece,Denzel Dumfries,Defender Midfielder,Right,188,29,Netherlands,d609edc0,9,5,40,Serie A,146a68ce e334d850 d609edc0 193ff7aa
cd0fa27b,Hakan Calhanoglu,Midfielder Forward,Right,176,31,Turkey,d609edc0,9,8,40,Serie A,dc56fe14 c7a9f859 26790c6a 33ba9d7b d609edc0
970b8574,Federico Dimarco,Defender Midfielder,Left,175,27,Italy,d609edc0,4,8,42,Serie A,72c031e3 2eaa8331 a3d88bd8 0e72edf2 eab4234c d609edc0
3963c25b,Yann Aurel Bisseck,Defender,Right,194,24,Germany,d609edc0,3,2,39,Serie A,5b499073 bc357bf7 45b403c3 9ae196bd 7978e9a3 2ac661d9 d609edc0
d0d8dd44,Stefan de Vrij,Defender,Right,189,33,Netherlands,d609edc0,3,0,35,Serie A,7213da33 fb4ca611 d609edc0
96e0490d,Matteo Darmian,Defender Midfielder,Right,182,35,Italy,d609edc0,3,2,38,Serie A,dc56fe14 4e5f8b9a 19538871 105360fe eab4234c ee058a17 d609edc0
45a03961,Benjamin Pavard,Defender,Right,182,29,France,d609edc0,1,1,34,Serie A,d609edc0 054efa67 598bc722 cb188c0c
8d3cd59d,Carlos Augusto,Defender Midfielder,Left,184,26,Brazil,d609edc0,3,4,41,Serie A,21680aa4 d609edc0 bf4acd28
b96b595c,Francesco Acerbi,Defender,Left,192,37,Italy,d609edc0,1,2,31,Serie A,7213da33 dc56fe14 e2befd26 46f8c29f cc919b35 d609edc0
2a7d27c1,Davide Frattesi,Midfielder,Right,184,25,Italy,d609edc0,7,1,41,Serie A,e2befd26 72c031e3 cf74a709 a3d88bd8 d609edc0 21680aa4
4c2a5d34,Mehdi Taremi,Midfielder Forward,Right,186,32,Iran,d609edc0,2,5,38,Serie A,95f42e44 eea856da d609edc0 5e876ee6
a5296e55,Piotr Zielinski,Midfielder,Right,180,31,Poland,d609edc0,2,3,36,Serie A,04eea015 a3d88bd8 d609edc0 d48ad4ff
0fdcef0e,Kristjan Asllani,Midfielder,Right,179,23,Albania,d609edc0,2,2,29,Serie A,a3d88bd8 d609edc0
00459419,Marko Arnautovic,Midfielder Forward,Right,192,36,Austria,d609edc0,5,2,25,Serie A,c48512d3 7c21e445 17892952 62add3bf 1d8099f8 a1f721d3 d609edc0
11d8aff0,Josep Martinez,Goalkeeper,Right,191,27,Spain,d609edc0,0,0,6,Serie A,d609edc0 0049d422 658bf2de acbb6a5b
45b9b619,Joaquin Correa,Midfielder Forward,Right,188,30,Argentina,d609edc0,2,2,19,Serie A,7213da33 8ff9e3b3 ad2be733 5725cc7b df734df9 d609edc0
45191c29,Nicola Zalewski,Defender Midfielder,Right,164,23,Poland,d609edc0,1,2,28,Serie A,cf74a709 d609edc0
3aca6420,Tajon Buchanan,Defender Midfielder Forward,Right,182,26,Canada,2a8183b3,1,2,19,La Liga,f1e6c5f1 2a8183b3 d609edc0 3c079def
404101f9,Tomas Palacios,Defender,None,None,22,Argentina,21680aa4,0,0,10,Serie A,21680aa4 ceda2145 d609edc0 8a9d5afa
5f22bcd7,Giacomo De Pieri,Midfielder,None,None,18,Italy,d609edc0,0,0,1,None,d609edc0
9a33c016,Luka Topalovic,Midfielder,None,None,19,Slovenia,d609edc0,0,0,1,Serie A,d609edc0
921bf733,Thomas Berenbruch,Midfielder,None,None,19,Italy,d609edc0,0,0,1,None,d609edc0
2081c175,Matteo Cocchi,Defender,None,None,18,Italy,d609edc0,0,0,1,None,d609edc0
a98c967a,Mike Aidoo,Defender,None,None,19,Italy,d609edc0,0,0,0,None,d609edc0
580b2e2d,Matteo Motta,Defender,None,None,20,Italy,d609edc0,0,0,0,None,d609edc0
4a9d6faa,Mattia Zanchetta,Midfielder,None,None,19,Italy,d609edc0,0,0,0,None,d609edc0
1b112ed3,Gabriele Re Cecconi,Defender,None,None,19,Italy,d609edc0,0,0,0,None,d609edc0
7a4050d5,Raffaele Di Gennaro,Goalkeeper,None,186,31,Italy,d609edc0,0,0,0,Serie A,d8be8b3e c4afcbfa 68449f6d 1a8d4355 d609edc0
8961065a,Alessandro Fontanarosa,Defender,None,182,22,Italy,379ce81a,0,0,15,Serie A,19008e93 379ce81a 34963d0d d609edc0
c9b0a6dd,Christos Alexiou,Defender,None,None,19,Greece,d609edc0,0,0,0,None,d609edc0
d49a80a7,Daniele Quieto,Midfielder,None,None,19,Venezuela,d609edc0,0,0,0,None,d609edc0
2bd46514,Alessandro Calligaris,Goalkeeper,None,None,20,Italy,d609edc0,0,0,0,None,d609edc0
45961efb,Matteo Spinacce,Forward,None,None,18,Italy,d609edc0,0,0,0,None,d609edc0
508c5f04,Alain Taho,Goalkeeper,None,None,18,Albania,d609edc0,0,0,0,None,d609edc0
07107203,Matteo Lavelli,Forward,None,None,18,Italy,d609edc0,0,0,0,None,d609edc0
bd142efb,Jonathan Tah,Defender,Right,193,29,Germany,c7a9f859,3,0,43,Bundesliga,26790c6a b1278397 c7a9f859
e61b8aee,Granit Xhaka,Midfielder,Left,185,32,Switzerland,c7a9f859,2,7,43,Bundesliga,c7a9f859 d3d9424a 32f3ee20 18bb7c10
b1f4086c,Alex Grimaldo,Defender Midfielder,Left,170,29,Spain,c7a9f859,4,8,42,Bundesliga,ea1d7427 c7a9f859 a77c513e
0c7a48f8,Piero Hincapie,Defender,Left,182,23,Ecuador,c7a9f859,3,2,41,Bundesliga,990519b8 c7a9f859
a73c8f95,Edmond Tapsoba,Defender,Right,190,26,Burkina Faso,c7a9f859,0,0,38,Bundesliga,3f319bc9 c7a9f859
74f2e748,Jeremie Frimpong,Defender Midfielder,Right,172,24,Netherlands,c7a9f859,5,8,43,Bundesliga,c7a9f859 b81aa4fa e41e516f
e7fcf289,Florian Wirtz,Midfielder Forward,Right,175,22,Germany,c7a9f859,16,13,40,Bundesliga,5b499073 ecf53eea c7a9f859
ad3389d5,Lukas Hradecky,Goalkeeper,Right,187,35,Finland,c7a9f859,0,0,33,Bundesliga,f0ac8ee6 31aa0dd4 ab75e049 c7a9f859
5d4f7d61,Patrik Schick,Forward,Left,186,29,Czech Republic,c7a9f859,22,0,39,Bundesliga,8ff9e3b3 c7a9f859 4a2ec81c cf74a709 ecb862be acbb6a5b
e0b113a7,Robert Andrich,Midfielder,Right,185,30,Germany,c7a9f859,2,3,30,Bundesliga,c7a9f859 18d9d2a7 7a41008f ac36c181 432f2430
a10361d2,Aleix Garcia,Midfielder,Right,173,27,Spain,c7a9f859,4,4,38,Bundesliga,f780fd06 e41e516f c7a9f859 b8fd03ef 9024a00a 4472d406 bea5c710
e82adcab,Exequiel Palacios,Defender Midfielder,Right,177,26,Argentina,c7a9f859,1,6,34,Bundesliga,ef99c78c c7a9f859
f1e94cd6,Nathan Tella,Midfielder Forward,Right,173,25,Nigeria,c7a9f859,3,4,34,Bundesliga,ed54a8b3 33c895d4 943e8050 c7a9f859
ac73ec79,Nordi Mukiele,Defender Midfielder,Right,185,27,France,c7a9f859,2,1,20,Bundesliga,c7a9f859 281b0e73 e2d8892c 66cc304a acbb6a5b
b146275b,Victor Boniface,Forward,Right,189,24,Nigeria,c7a9f859,9,1,23,Bundesliga,d86248bd e14f61a5 c7a9f859
bc67a0e1,Matej Kovar,Goalkeeper,None,184,25,Czech Republic,c7a9f859,0,0,11,Bundesliga,b09787c5 c7a9f859 92aca032 19538871 ecb862be 1b295b25
dcfb17f4,Amine Adli,Midfielder Forward,Left,174,25,Morocco,c7a9f859,2,0,25,Bundesliga,3f8c4b5f c7a9f859
8a958856,Arthur,Defender,Right,None,22,Brazil,c7a9f859,0,1,25,Bundesliga,1f68d780 c7a9f859
5148dcc5,Martin Terrier,Midfielder Forward,Right,183,28,France,c7a9f859,2,2,19,Bundesliga,c0d3eab4 c7a9f859 d53c0b06 b3072e00 cb188c0c
2903a856,Jonas Hofmann,Midfielder Forward,Right,176,32,Germany,c7a9f859,2,2,15,Bundesliga,c7a9f859 a224b06a 32f3ee20 40347053 add600ae
555f3a0b,Mario Hermoso,Defender,Left,181,29,Spain,c7a9f859,1,0,18,Serie A,c7a9f859 17859612 cf74a709 db3b9613 a8661628
66b76d44,Emi Buendia,Midfielder Forward,Right,170,28,Argentina,c7a9f859,2,0,29,Bundesliga,8602292d 1c781004 c7a9f859 38bf50d2 7848bd64
c678ddd7,Jeanuel Belocian,Defender,None,186,20,France,c7a9f859,0,0,7,Bundesliga,b3072e00 c7a9f859
88d7a0d3,Francis Onyeka,Forward,None,None,18,Germany,ecf53eea,0,0,1,U19 DFB Youth League,45a67fe8 ecf53eea c7a9f859
44a78efb,Artem Stepanov,Forward,None,None,17,Ukraine,ecf53eea,0,0,2,Bundesliga,45a67fe8 ecf53eea c7a9f859
f3d9291e,Kerim Alajbegovic,Forward,None,None,17,Bosnia and Herzegovina,ecf53eea,0,0,0,Bundesliga,45a67fe8 ecf53eea c7a9f859
8b2e67ca,Ben Hawighorst,Defender,None,None,17,Germany,45a67fe8,0,0,0,U19 DFB Youth League,45a67fe8 ecf53eea
9321b8ed,Niklas Lomb,Goalkeeper,Right,188,31,Germany,c7a9f859,0,0,0,Bundesliga,c241ee1a bbcef8c7 d69d0df7 c7a9f859
1f3afdcb,Odilon Kossounou,Defender,Right,188,24,Cote d'Ivoire,922493f3,0,2,22,Serie A,f1e6c5f1 92bfd7f0 922493f3 c7a9f859
ec756d03,Alejo Sarco,Forward,None,None,19,Argentina,ecf53eea,0,0,4,U19 DFB Youth League,41c139b6 ecf53eea c7a9f859
1bdba8e4,Andrea Natali,Defender,None,None,17,Italy,ecf53eea,0,0,0,U19 DFB Youth League,45a67fe8 ecf53eea c7a9f859
4c2b777d,Simeon Rapsch,Goalkeeper,None,None,17,Germany,45a67fe8,0,0,0,U19 DFB Youth League,45a67fe8 ecf53eea c7a9f859
f3eb2f17,Othniel Raterink,Midfielder,None,None,19,Netherlands,ecf53eea,0,0,0,U19 DFB Youth League,c6f58d53 ecf53eea
ee8508c0,Jan Oblak,Goalkeeper,Right,186,32,Slovenia,db3b9613,0,0,46,La Liga,d15a7c1e db3b9613 eea856da a77c513e
15ab5a2b,Julian Alvarez,Midfielder Forward,Right,173,25,Argentina,db3b9613,24,5,47,La Liga,b8fd03ef ef99c78c db3b9613
df69b544,Antoine Griezmann,Midfielder Forward,Left,175,34,France,db3b9613,14,9,48,La Liga,e31d1cd9 db3b9613 206d90db
02c15616,Marcos Llorente,Defender Midfielder Forward,Right,182,30,Spain,db3b9613,4,8,41,La Liga,db3b9613 8d6fd021 53a2f082
162efffd,Rodrigo De Paul,Midfielder Forward,Right,178,31,Argentina,db3b9613,3,6,44,La Liga,db3b9613 dcc91a7b 04eea015 8e20e13d
f0da930c,Jose Maria Gimenez,Defender,Right,185,30,Uruguay,db3b9613,1,1,35,La Liga,db3b9613
45736cec,Pablo Barrios,Midfielder,None,181,21,Spain,db3b9613,1,4,37,La Liga,db3b9613
4f28a6ff,Clement Lenglet,Defender,Left,186,29,France,db3b9613,2,1,30,La Liga,8602292d ad2be733 206d90db db3b9613 e88fc6e5 361ca564
a6536561,Giuliano Simeone,Midfielder Forward,None,184,22,Argentina,db3b9613,3,8,42,La Liga,db3b9613 8d6fd021 800303a0
9a64e67e,Robin Le Normand,Defender,Right,187,28,Spain,db3b9613,1,0,32,La Liga,fb08dbb3 e31d1cd9 db3b9613
55126f3b,Koke,Midfielder,Right,170,33,Spain,db3b9613,1,2,39,La Liga,db3b9613
a4b00319,Javi Galan,Defender Midfielder,Left,172,30,Spain,db3b9613,0,4,31,La Liga,e31d1cd9 f25da7fb c6c493e6 db3b9613 6009ff35
c2731c10,Conor Gallagher,Midfielder,Right,182,25,England,db3b9613,4,4,41,La Liga,60c6b05f cff3d9bb 09080694 47c64c55 fb10988f 7a8db6d4 db3b9613
23610943,Nahuel Molina,Defender Midfielder,Right,175,27,Argentina,db3b9613,1,3,38,La Liga,87a920fa 04eea015 795ca75e a4570206 db3b9613
2a295d33,Samuel Lino,Defender Midfielder Forward,Right,178,25,Brazil,db3b9613,3,7,41,La Liga,db3b9613 dcc91a7b 6a329209
e92cd3f7,Alexander Sorloth,Forward,Left,194,29,Norway,db3b9613,20,2,43,La Liga,2a8183b3 e31d1cd9 d86248bd 3c4fb635 c8ad3091 51e5a603 47c64c55 90e37d3a db3b9613 bec05adb acbb6a5b
c20bdcd7,Reinildo Mandava,Defender,Left,180,31,Mozambique,db3b9613,0,0,25,La Liga,db3b9613 5905b07a cb188c0c
5dfc6ad5,Axel Witsel,Defender Midfielder,Right,186,36,Belgium,db3b9613,0,1,18,La Liga,b9040312 33c6b26e 98ce363d a77c513e db3b9613 add600ae
01eb744d,Angel Correa,Midfielder Forward,Right,173,30,Argentina,db3b9613,7,2,39,La Liga,db3b9613
53cad200,Cesar Azpilicueta,Defender Midfielder,Right,178,35,Spain,db3b9613,1,0,16,La Liga,db3b9613 03c57e2b cff3d9bb 5725cc7b
65154df0,Rodrigo Riquelme,Midfielder,Right,174,25,Spain,db3b9613,0,1,21,La Liga,3640715c 9024a00a db3b9613 4ba7cbea
a111cf41,Juan Musso,Goalkeeper,Right,191,31,Argentina,db3b9613,0,0,3,La Liga,db3b9613 04eea015 8e20e13d 922493f3
4dbd0916,Thomas Lemar,Midfielder,Left,170,29,France,db3b9613,0,0,6,La Liga,74229020 fd6114db db3b9613
0a8fd9cb,Javier Serrano,Midfielder,None,178,22,Spain,db3b9613,0,0,1,La Liga,3640715c db3b9613 3f4fe568 c187b7ab
9b94c838,Ilias Kostis,Defender,None,None,22,Greece,db3b9613,0,0,0,None,db3b9613
5b9067c9,Adrian Nino,Forward,None,None,20,Spain,db3b9613,0,0,1,La Liga,db3b9613
73df4173,Aitor Gismera,Midfielder,None,None,21,Spain,db3b9613,0,0,0,None,db3b9613
b8be4b5f,Rayane Belaid,Defender,None,None,20,Spain,db3b9613,0,0,0,None,db3b9613
f0f4671c,Antonio Gomis,Goalkeeper,None,None,22,Spain,db3b9613,0,0,0,La Liga,db3b9613
5c76ec4d,Geronimo Spina,Defender,None,None,20,Argentina,db3b9613,0,0,0,None,db3b9613
771ded26,Horatiu Moldovan,Goalkeeper,Right,189,27,Romania,e2befd26,0,0,27,Serie B,4aee1804 e2befd26 a862ea1d db3b9613 099e0a8b
d58f4c7a,Alejandro Iturbe,Goalkeeper,None,186,21,Spain,db3b9613,0,0,0,None,db3b9613
722494dc,Arthur Vermeeren,Midfielder,None,176,20,Belgium,acbb6a5b,0,2,35,Bundesliga,c2e6b53b db3b9613 acbb6a5b
bd4e074e,Omar Janneh,Forward,None,187,18,Spain,db3b9613,0,0,0,None,db3b9613
877a34f4,Carlos Gimenez,Defender,None,182,22,Spain,db3b9613,0,0,0,La Liga 2,9800b6a1
2a1beb34,Marten de Roon,Defender Midfielder,Right,185,34,Netherlands,922493f3,4,5,46,Serie A,7f59c601 146a68ce 922493f3 193ff7aa
8ec56e62,Marco Carnesecchi,Goalkeeper,Right,192,24,Italy,922493f3,0,0,43,Serie A,a6a65dea 922493f3 9aad3a77
a9202def,Ederson,Midfielder,Right,185,25,Brazil,922493f3,5,1,46,Serie A,bf4acd28 03ff5eeb c5577084 a9d0ab0e 922493f3
6eee05f1,Berat Djimsiti,Defender Midfielder,Right,190,32,Albania,922493f3,2,2,43,Serie A,4fcb34fd 22a5a99c 922493f3 2fe3a344
12806697,Isak Hien,Defender,None,191,26,Sweden,922493f3,0,1,38,Serie A,0e72edf2 9423c05a 61cd6504 922493f3
e7695e6c,Mateo Retegui,Forward,Both,None,26,Italy,922493f3,28,8,46,Serie A,0e92bf17 ceda2145 658bf2de df734df9 795ca75e 922493f3
7fe90ccd,Davide Zappacosta,Defender Midfielder,Right,182,32,Italy,922493f3,4,7,39,Serie A,cff3d9bb 2fe3a344 cf74a709 658bf2de 105360fe 922493f3
2ef7c612,Charles De Ketelaere,Midfielder Forward,Left,192,24,Belgium,922493f3,11,12,46,Serie A,f1e6c5f1 dc56fe14 922493f3
e3756e72,Raoul Bellanova,Defender Midfielder,Right,185,25,Italy,922493f3,1,9,43,Serie A,dc56fe14 c4260e09 123f3efe b985784c 105360fe 922493f3 d609edc0
7c104bb7,Ademola Lookman,Midfielder Forward,Right,174,27,Nigeria,922493f3,20,6,38,Serie A,4d6fce81 a2d435b3 fd962109 d3fd31cc 7a8db6d4 922493f3 acbb6a5b
e599253a,Mario Pasalic,Midfielder Forward,Right,188,30,Croatia,922493f3,6,5,44,Serie A,6c8b07df dc56fe14 8c635914 6777e16d fd6114db 922493f3
3935e52e,Sead Kolasinac,Defender Midfielder,Left,183,31,Bosnia and Herzegovina,922493f3,1,3,32,Serie A,c539e393 922493f3 5725cc7b 18bb7c10
ae9898c5,Matteo Ruggeri,Defender Midfielder,Left,179,22,Italy,922493f3,0,3,36,Serie A,c5577084 922493f3
217c93a1,Lazar Samardzic,Midfielder,Left,184,23,Serbia,922493f3,3,2,39,Serie A,04eea015 2818f8bc 81d83299 b7f03da0 922493f3 acbb6a5b
1f3afdcb,Odilon Kossounou,Defender,Right,188,24,Cote d'Ivoire,922493f3,0,2,22,Serie A,f1e6c5f1 92bfd7f0 922493f3 c7a9f859
dfd56738,Marco Brescianini,Midfielder,Left,None,25,Italy,922493f3,5,2,35,Serie A,dc56fe14 6a7ad59d f201f5dd 922493f3 34963d0d 21680aa4
0ab1f153,Juan Cuadrado,Defender Midfielder Forward,Right,178,37,Colombia,922493f3,0,3,31,Serie A,e0652b02 ffcbe334 04eea015 cff3d9bb 421387cf 922493f3 d609edc0
c56dc39e,Rafael Toloi,Defender,Right,185,34,Italy,922493f3,0,0,15,Serie A,cf74a709 922493f3 5f232eb1
9907b1c8,Nicolo Zaniolo,Midfielder Forward,Left,190,25,Italy,421387cf,3,2,34,Serie A,8602292d cf74a709 421387cf ecd11ca2 f201f5dd 922493f3 d609edc0
79b0d6a0,Rui Patricio,Goalkeeper,Left,189,37,Portugal,922493f3,0,0,4,Serie A,13dc44fd 922493f3 cf74a709 8cec06e1
7f609bfc,Stefan Posch,Defender,Right,187,28,Austria,922493f3,0,0,27,Serie A,033ea6b8 1d8099f8 922493f3
1f1828dd,Marco Palestra,Defender,Right,None,20,Italy,922493f3,0,0,12,Serie A,922493f3
1e9aa637,Giorgio Scalvini,Defender,Right,194,21,Italy,922493f3,0,0,7,Serie A,922493f3
230c3f3a,Ibrahim Sulemana,Midfielder,None,179,22,Ghana,922493f3,2,0,9,Serie A,0e72edf2 922493f3 c4260e09
801831fe,Daniel Maldini,Midfielder,Right,186,23,Italy,922493f3,6,0,30,Serie A,dc56fe14 68449f6d a3d88bd8 922493f3 21680aa4
a111cf41,Juan Musso,Goalkeeper,Right,191,31,Argentina,db3b9613,0,0,3,La Liga,db3b9613 04eea015 8e20e13d 922493f3
9f7c837d,Ben Godfrey,Defender Midfielder,Right,183,27,England,b74092de,0,0,6,Premier League,b435dbf5 1c781004 b74092de 8de86c22 d3fd31cc e272e7a8 922493f3
2af3f55c,Vanja Vlahovic,Midfielder,None,184,21,Serbia,922493f3,0,0,3,Serie A,922493f3 dde3e804
a8567629,Mitchel Bakker,Defender Midfielder,Left,185,24,Netherlands,cb188c0c,4,3,33,Ligue 1,a26209d7 c7a9f859 e2d8892c cb188c0c 19c3f8c4 922493f3
5f209d47,Federico Cassa,Midfielder,None,None,19,Italy,922493f3,0,0,2,Serie A,922493f3
7b5f516f,Francesco Rossi,Goalkeeper,Right,193,34,Italy,922493f3,0,0,0,Serie A,922493f3
08cda374,Alberto Manzoni,Midfielder,None,None,19,Italy,922493f3,0,0,1,Serie A,922493f3
8790f988,Gianluca Scamacca,Forward,Right,195,26,Italy,922493f3,0,0,1,Serie A,e2befd26 72c031e3 9aad3a77 8e1ea572 658bf2de 7c21e445 922493f3 e3db180b
4f74f779,Pietro Comi,Defender,None,None,19,Italy,922493f3,0,0,0,None,922493f3
c1041eb7,Lorenzo Bernasconi,Defender,None,None,21,Italy,922493f3,0,0,0,None,922493f3
e0fbd23c,Tommaso Del Lungo,Defender,None,None,21,Italy,922493f3,0,0,0,None,922493f3
d3ce5e99,Paolo Vismara,Goalkeeper,None,None,22,Italy,922493f3,0,0,10,Serie B,8ff9e3b3 922493f3
0f0a74d0,Dominic Vavassori,Forward,None,173,19,Italy,922493f3,0,0,0,None,922493f3
de6f7170,Lorenzo Riccio,Midfielder,None,None,18,Italy,922493f3,0,0,0,None,922493f3
a48fb754,Pietro Tornaghi,Defender,None,None,19,Italy,922493f3,0,0,0,None,922493f3
74c98735,Relja Obric,Defender,None,None,19,Slovenia,922493f3,0,0,0,None,922493f3
464ee27d,Javison Idele,Defender,Right,None,18,Italy,922493f3,0,0,0,None,922493f3
c2eff1fa,Federico Steffanoni,Midfielder,None,None,16,Italy,922493f3,0,0,0,None,922493f3
72a01aa0,Matevz Dajcar,Goalkeeper,None,190,23,Italy,922493f3,0,0,0,None,922493f3
98ea5115,David Raya,Goalkeeper,Right,186,29,Spain,18bb7c10,0,0,51,Premier League,e090f40b 551328d6 cd051869 18bb7c10
972aeb2a,William Saliba,Defender,Right,193,24,France,18bb7c10,2,0,46,Premier League,d298ef2c ad0e69a2 5725cc7b 18bb7c10 132ebc33
1c7012b8,Declan Rice,Defender Midfielder,Right,185,26,England,18bb7c10,8,9,48,Premier League,7c21e445 f56127be 18bb7c10
529f49ab,Thomas Partey,Defender Midfielder,Right,185,31,Ghana,18bb7c10,4,2,47,Premier League,2aa12281 db3b9613 78ecf4bb 18bb7c10
41034650,Jurrien Timber,Defender,Right,179,23,Netherlands,18bb7c10,2,4,43,Premier League,a26209d7 19c3f8c4 45bf2fb0 18bb7c10
48a5a5d6,Gabriel Martinelli,Midfielder Forward,Right,180,23,Brazil,18bb7c10,10,5,46,Premier League,18bb7c10
67ac5bb8,Gabriel Magalhaes,Defender,Left,190,27,Brazil,18bb7c10,4,1,37,Premier League,54195385 ad0e69a2 18bb7c10 cb188c0c edd0d381 f205258a
38ceb24a,Leandro Trossard,Midfielder Forward,Right,172,30,Belgium,18bb7c10,10,9,52,Premier League,27e981a3 d07537b9 18bb7c10 1e972a99 6f98eba9
79300479,Martin Odegaard,Midfielder Forward,Left,179,26,Norway,18bb7c10,6,9,41,Premier League,e31d1cd9 90eb0dcc 209d7fa2 18bb7c10 53a2f082 193ff7aa
fed7cb61,Kai Havertz,Midfielder Forward,Left,186,25,Germany,18bb7c10,13,4,31,Premier League,18bb7c10 cff3d9bb ecf53eea c7a9f859
d080ed5e,Mikel Merino,Midfielder,Left,188,28,Spain,18bb7c10,9,5,40,Premier League,e31d1cd9 b2b47a98 03c57e2b 18bb7c10 add600ae
bc7dc64d,Bukayo Saka,Defender Midfielder Forward,Left,178,23,England,18bb7c10,12,12,34,Premier League,ad0e69a2 18bb7c10
5dff6c28,Myles Lewis-Skelly,Defender,None,178,18,England,18bb7c10,1,1,33,PL2,45bf2fb0 18bb7c10
dc3e663e,Jakub Kiwior,Defender Midfielder,Left,182,25,Poland,18bb7c10,1,0,27,Premier League,18bb7c10 45bf2fb0 68449f6d
35e413f1,Ben White,Defender,Right,182,27,England,18bb7c10,0,2,26,Premier League,6c15d7e1 d6e6321c 5bfb9659 d07537b9 18bb7c10 d2bc69d1
aded8e6f,Riccardo Calafiori,Defender,Left,183,23,Italy,18bb7c10,3,2,27,Premier League,d3d9424a 1d8099f8 cf74a709 658bf2de 18bb7c10
45db685d,Jorginho,Midfielder,Right,180,33,Italy,18bb7c10,1,0,21,Premier League,0e72edf2 d48ad4ff cff3d9bb 18bb7c10
7f94982c,Ethan Nwaneri,Midfielder,None,180,18,England,18bb7c10,6,2,33,Premier League,45bf2fb0 18bb7c10
b66315ae,Gabriel Jesus,Midfielder Forward,Right,177,28,Brazil,18bb7c10,3,1,22,Premier League,b8fd03ef abdce579 18bb7c10
b400bde0,Raheem Sterling,Midfielder Forward,Right,170,30,England,18bb7c10,0,4,23,Premier League,822bd0ba b8fd03ef cff3d9bb 18bb7c10
51cf8561,Oleksandr Zinchenko,Defender Midfielder,Left,175,28,Ukraine,18bb7c10,1,1,21,Premier League,e334d850 b8fd03ef 8e1ea572 18bb7c10 ec7fdeb7
fce2302c,Kieran Tierney,Defender Midfielder,Left,178,27,Scotland,18bb7c10,1,0,18,Premier League,b81aa4fa e31d1cd9 18bb7c10 ad0e69a2
a9dc785c,Neto,Goalkeeper,Right,193,35,Brazil,18bb7c10,0,0,3,Premier League,e0652b02 4ba7cbea 206d90db dcc91a7b 421387cf 18bb7c10
676cf55d,Josh Nichols,Defender,None,None,18,England,45bf2fb0,0,0,0,Premier League,45bf2fb0 18bb7c10
